2.14078669913184e+01,5.36870787958506e+00,-1.05674173535825e+00
1.95993677931502e+01,6.08838204991751e+00,6.84734936990420e-01
2.05288767137490e+00,2.20806648473430e+00,-1.19204742476521e+00
1.95490402478375e+00,6.74371940756472e+00,-4.69446396549246e-01
4.53942251975072e+00,9.52419420966452e-01,-1.08069204560098e+00
6.35143695101814e+00,5.65074958750837e-01,-1.10761174922452e+00
6.99921862382755e+00,1.81544789553057e+01,-1.04582228552457e+00
6.77351192043881e+00,1.58982897712094e+01,-1.52474187858366e+00
8.05101716904583e+00,1.79030647019769e+01,3.53834869747103e-01
9.54281343123049e+00,3.06662571093024e-01,-7.48838945948993e-01
7.56222703470609e+00,2.30248399496020e+00,-2.35318773706327e+00
1.05739335542851e+01,2.73321010188419e+00,8.19661639585929e-02
1.05878880814846e+01,1.61579960324084e+00,-9.32487418561742e-01
1.82699642369953e+01,3.50323832539823e+00,-2.60612353019979e-01
1.37945668815593e+01,1.92943417439041e+00,-1.69396416191464e+00
2.06121964316469e+01,2.66758718539371e-01,-8.92076062585247e-01
2.00375883771350e+01,1.79643639030615e+01,-1.04501795028506e+00
1.90203656076355e+01,1.68865655509283e+00,-1.10054475441671e+00
9.01557042842214e-02,3.05309262648409e+00,-1.81717996427267e+00
2.10137047437869e+01,1.21068236812428e+00,8.66426523352928e-02
1.53401285342893e+00,4.15728309815117e+00,-2.01684157260555e+00
3.77709958035869e+00,2.75459761551341e+00,-1.69647087950259e+00
3.20352813552360e+00,1.81161915645470e+01,2.07702661822871e-01
2.69427148590175e+00,2.23777794264381e-01,4.47146372405209e-01
4.17781087454286e+00,1.73610689885021e+01,-2.92992436979870e-01
4.82294257420030e+00,3.14365893657113e+00,7.72739906772589e-01
5.50662230900397e+00,1.41023921799895e+00,-1.45596334651278e+00
8.52102583054677e+00,3.03816588530249e-01,-8.68824009474180e-01
1.00063494507281e+01,4.53810336163771e+00,-5.35092245857173e-01
1.24041927576369e+01,2.00033168176112e+00,-1.50793592548231e+00
1.58984285236031e+01,3.10533089747488e+00,2.38043172321524e-01
1.45924546410885e+01,2.98914258857899e+00,-2.31557542499305e+00
1.51584208604230e+01,5.21421014468848e+00,-2.04134220506542e-01
1.68130017142352e+01,2.44450073836542e+00,-1.84151084545903e-01
2.00255551593691e+01,1.39754400019596e+00,-1.15706893471907e+00
1.75894232403341e+01,9.82680711048729e-01,-2.70939497836334e-01
1.55365172176236e+01,1.25803190083216e+00,-2.66317385310037e-02
1.13145454491028e+00,2.94608078885812e+00,-2.05427171993575e+00
1.93649822969559e+01,5.01924322880365e+00,-8.43147351059085e-02
1.22921337673518e-01,7.95985197540228e+00,-9.58509834479606e-01
2.02026553178638e+01,4.21598191481386e+00,-1.58563741207384e+00
2.13082168669855e+00,5.07363557725079e+00,-1.66247181388078e+00
4.32984577031166e+00,1.83492185035806e+01,-1.96691159199163e+00
2.77935695277061e+00,5.91709138853510e+00,-5.77402314339205e-01
3.17540613310180e+00,3.78575342845512e+00,-1.53754175644292e+00
4.12958795365527e+00,3.96225394957764e+00,-1.63258711833636e+00
6.19625143863847e+00,4.37538526267766e+00,-1.31144510652978e-01
5.61582586646517e+00,2.58040428395187e+00,6.22231315744064e-01
7.54482704087864e+00,2.33183338274241e-01,-4.11318757587530e-01
7.09459569597024e+00,1.15006185893923e+00,-1.22726650937908e+00
1.56215806095685e+01,3.72767974881181e+00,2.96586833689515e-01
1.13106158858819e+01,4.36093432760829e+00,9.08679716304403e-02
8.50694646380915e+00,3.54960766241061e+00,-1.78854975862152e+00
1.61052322228142e+01,4.56595458294454e+00,-8.24200908324374e-02
1.66525350128855e+01,1.63906322132881e+00,-1.65651493766850e-01
1.51592768199802e+01,3.82878977685492e-01,-2.19237919263718e+00
1.97021361784247e+01,2.45418458720539e+00,1.07099961112627e-01
1.92149382626623e+01,4.04928491812939e+00,2.38528335706654e-01
1.77282270823202e+01,6.56671984826139e+00,-5.28308481214397e-01
1.07632917370630e+00,5.03758459037537e+00,1.15764175541613e-01
3.05850414771108e+00,6.99510733408612e+00,-2.28094863539606e+00
4.66227660046726e-01,5.96124860836435e+00,-8.26069437394235e-01
2.77551909790210e+00,2.77846226122682e+00,-1.00250475826744e+00
5.14639325590346e+00,4.19516359673734e+00,-5.88820937552936e-01
5.95953995047048e+00,3.51216515360082e+00,-9.63987485636010e-02
5.68892506897677e+00,5.10404480129663e+00,6.43068562849060e-01
7.08597511980126e+00,3.91874409794023e+00,-2.02693406886567e+00
6.42643449067406e+00,1.82569487767861e+00,-1.50416538313780e+00
6.76333652417290e+00,2.83024723882419e+00,1.79410076553960e-01
7.90073536332684e+00,1.21903938912706e+00,-1.53137530344503e+00
1.03023845497150e+01,3.71380008246031e+00,-2.62031041404175e-01
9.51360988944846e+00,2.18535512858588e+00,6.64115949685742e-01
9.02398942243621e+00,4.51818701773636e+00,-8.30545883407436e-01
1.71712380618898e+01,3.12508859131786e+00,-1.20985198756819e-01
1.43184541243646e+01,8.91234477843664e-01,8.04203301885607e-02
1.94846012866864e+01,3.24833116101682e+00,3.77526026114619e-01
1.55283911489193e+01,2.27809939988387e+00,-3.72140967895183e-01
2.06382607588904e+01,3.22601073112203e+00,-2.18235424930164e+00
1.97939165805136e+01,7.32766160606575e+00,-1.58400602058763e+00
1.68881111033008e+01,7.49289698634498e+00,-6.47022913078131e-01
2.05777346531367e+01,6.56319310329515e+00,-1.34386133016480e+00
1.55545129961813e+00,5.96705556869068e+00,-1.82943720367925e-01
2.82265870981786e+00,4.75566432993610e+00,-1.91255065197760e+00
3.66935281764311e+00,6.24811783007693e+00,-1.59040395317993e+00
3.67805014021498e+00,5.06214780656143e+00,-1.72451249212080e+00
7.87165419084234e+00,4.68358525755243e+00,-8.52399015559462e-01
8.12748051029265e+00,5.65450159307608e+00,-7.60289374769501e-01
9.30244609531161e+00,5.49988147058062e+00,2.05492500241801e-01
8.83114112327834e+00,6.36315159332197e+00,-8.78158942517064e-02
8.55208567798129e+00,2.37825866987959e+00,-2.06859751796741e+00
1.31606593841103e+01,1.40999245826484e+01,-2.22497709192754e+00
1.19333916557214e+01,8.54535641452761e+00,-7.91047204807741e-01
1.19380912272389e+01,2.97114631278596e+00,4.82914597095550e-01
9.40755931884707e+00,3.28173040482583e+00,-1.34500311975122e+00
1.69778141165728e+01,3.87922845747865e+00,2.03153706149039e-01
1.78949986341466e+01,1.76334996243291e+00,-4.53030218025203e-01
1.65328797592480e+01,6.52387714227382e+00,2.87314422355446e-01
1.88799622030779e+01,6.66437911301175e+00,-2.29297627531786e+00
2.04605884521948e+01,5.32902206264522e+00,-1.03508826148455e+00
1.97728038874383e+01,1.10910078222712e+01,-1.88618293758502e+00
7.89661917157975e-01,6.86225443885671e+00,-6.34153092755698e-01
6.97210203145871e+00,5.81972733174803e+00,-6.31402678761564e-01
4.50835705948170e+00,6.10236143431003e+00,-2.17912170324148e+00
4.12378584143220e+00,7.22705121564016e+00,-1.11175908540180e+00
5.67490480704667e+00,6.00244740737252e+00,-3.94026401236319e-01
6.74281215023099e+00,5.08854386428411e+00,-7.53016582172960e-01
8.25961970615086e+00,7.21199505175779e+00,-1.90493976109972e-01
1.14726203511142e+01,3.53518731312170e+00,4.99365229452955e-01
1.01881272431976e+01,6.19643298051544e+00,-2.18618858149447e-01
9.44882733379164e+00,7.12510774576985e+00,-7.40966246389567e-01
1.02052671681809e+01,1.15340026891148e+01,-1.97232181274563e+00
1.26184033582959e+01,1.03281241302228e+01,-1.38279904888412e+00
1.24967722101247e+01,4.02812224069728e+00,-1.47608892506745e+00
1.17261830521794e+01,7.37649817457550e+00,-1.33923829288643e+00
1.40468255215095e+01,5.97588178124763e+00,-5.59758838128521e-01
1.82946081650488e+01,2.59791015622357e+00,5.84044704652940e-02
1.73286843257161e+01,5.81330070333042e+00,-8.34975981179145e-01
1.80421522491592e+01,7.45523392058633e+00,-6.88357685154049e-01
1.96822415372885e+01,8.56598071667863e+00,-1.87920377981977e+00
1.88958514452989e+01,7.82613099071431e+00,-9.29115478163076e-01
2.02238844412275e+01,1.22360536409076e+01,6.82346981547979e-01
2.29001918831756e+00,7.66723462805642e+00,-2.66976461421351e-01
1.19933262992942e+00,7.73689756527453e+00,-9.28316092377737e-01
4.69098740593531e+00,5.12600891886729e+00,-2.27231815531619e+00
3.45704350358357e+00,8.14026938551375e+00,-2.07161141178070e+00
7.74819186246926e+00,3.43319482410708e+00,-1.93227140958703e+00
6.23186503827571e+00,7.47846707438686e+00,-3.63172733897761e-01
1.10120188401174e+01,8.34693760023394e+00,-1.54276347429784e+00
1.19059397384368e+01,6.07587685838172e+00,-1.04960275945435e+00
7.03938448289276e+00,7.72010666662121e+00,-7.16817540698727e-01
1.20153450736560e+01,1.24996160554585e+01,-3.98107515752484e-02
1.22048301326754e+01,1.14753179111687e+01,-8.53018205980564e-01
1.31307849440838e+01,5.61741124064190e+00,-4.38375269296479e-01
1.41391620451128e+01,4.81938982603576e+00,-1.62052007224036e+00
1.37933726641620e+01,3.37633591510588e+00,-1.82400580857274e+00
1.63373596869321e+01,5.52514773762374e+00,-4.05638450173141e-01
1.83803004530815e+01,5.56283340959246e+00,6.76448119730074e-01
1.72926885742513e+01,4.85747510963509e+00,2.95407322471696e-01
1.53503464196687e+01,6.11252513777653e+00,2.91977571223531e-01
1.66330230609316e+01,8.70263622064551e+00,-2.28555068571465e+00
4.27943636133237e-01,8.86952253441341e+00,-9.31941275021245e-01
3.98497196435610e+00,9.20134253844635e+00,-1.72902975659127e+00
2.92387962608773e+00,9.24900713838253e+00,-6.89745040875667e-01
2.44441331365588e+00,8.50541800358008e+00,-4.00591386533641e-01
5.27558422223247e+00,1.11142005040668e+01,-1.46542517667256e+00
4.59911393420817e+00,8.20217802204132e+00,-4.38550489142602e-01
7.38374584477740e+00,6.68827006866484e+00,-4.69106273934196e-01
8.72876521507559e+00,7.98959401069350e+00,-8.96719853678259e-01
1.11704494169781e+01,5.41978316043314e+00,-1.02928281548437e+00
1.01966723440075e+01,1.26687745419169e+01,-2.19847372797691e+00
1.41213984976149e+01,1.41026207961347e+01,-2.07300992493695e+00
1.22825010362026e+01,5.06179209973472e+00,3.27944117708684e-01
1.06549171704914e+01,1.05760500278363e+01,-4.46968591953250e-01
1.48440377211127e+01,4.14855280173801e+00,6.52900859747898e-01
1.26994463657498e+01,6.54445798268571e+00,-4.01463209643197e-01
1.82718240778170e+01,4.45777149647562e+00,5.45139593878356e-01
1.47206487140933e+01,6.77451951045802e+00,5.78298158501284e-01
1.41659202509504e+01,8.61298941672486e+00,-5.20046934805482e-01
1.57459211741299e+01,7.15323557768173e+00,3.53581498418417e-01
1.80293142737487e+01,8.64965249896974e+00,-1.27868328751071e+00
1.58620748175670e+01,8.06049518965003e+00,-3.15904677246489e-01
2.07618854676303e+01,8.92144004256362e+00,-3.60859692961671e-01
2.10861125794869e+01,9.73452122769893e+00,-4.79967690755368e-02
2.31359821993197e+00,1.02496375609459e+01,-1.26437093446043e-01
5.70235931090085e+00,9.52070946018720e+00,-1.13097410893724e+00
3.55794156591019e+00,1.01955408305961e+01,3.55568262618990e-01
5.76295880846388e+00,8.33072005046346e+00,-5.61635976004478e-02
6.58256348215759e+00,8.81956934387611e+00,-9.75689352336172e-01
9.56852541589268e+00,8.18678523011490e+00,-1.03683001250551e+00
1.13075826510211e+01,9.57834457654467e+00,-1.34940830723479e+00
1.19948237568610e+01,1.41186663167089e+01,2.75724506846374e-01
1.23138602216555e+01,1.33310768711094e+01,1.20388155293111e-01
1.12534030433286e+01,1.13066145680607e+01,-7.52197620368858e-02
1.34594535621268e+01,9.64728295657077e+00,-1.14429723840647e+00
1.10865334539141e+01,6.75418920890354e+00,-1.57128338704665e+00
1.36995232397001e+01,6.98844243150618e+00,4.76461684332606e-01
1.64242780005051e+01,9.59593115325996e+00,3.20173451206857e-01
1.47520299645181e+01,7.79407504976143e+00,5.31170280275995e-01
1.73902270576582e+01,9.68209363341866e+00,-1.57315869208552e+00
1.89784331100029e+01,1.04291611098676e+01,-1.59823529217667e+00
2.12577230320420e+01,6.84899177933349e+00,-1.46718861080854e+00
1.91740437456681e+01,1.18788282000931e+01,-2.16538837982314e+00
1.02473165817916e-02,1.07400718401415e+01,-8.80752682277539e-01
1.40172781692432e+00,8.67814010188570e+00,-9.52650978073920e-01
5.92342216404153e+00,1.05979650200926e+01,-2.16811509314749e+00
